assessment_id,student_id,course_id,enrollment_date,completion_date,completion_status,score,time_spent_hours,quiz_attempts,certificate_issued,feedback_rating,last_activity_date
ASS0003344,STU00255,CRS0009,2023-06-21,2023-07-05,In Progress,95.9,5.2,2,False,5,2023-09-10
ASS0003345,STU00130,CRS0084,2022-06-29,2022-07-08,Completed,8.7,6.4,1,True,3,2022-09-13
ASS0003346,STU00154,CRS0096,2022-01-15,2022-02-06,Dropped,6.3,10.6,5,False,5,2022-04-04
ASS0003347,STU00379,CRS0076,2022-02-07,2022-03-09,In Progress,24.7,14.3,4,False,4,2022-04-07
ASS0003348,STU00200,CRS0056,2022-02-07,2022-03-29,In Progress,84.2,6.0,3,True,2,2022-03-18
ASS0003349,STU00009,CRS0083,2022-08-06,2022-10-06,In Progress,53.4,10.4,2,True,5,2022-08-18
ASS0003350,STU00262,CRS0026,2023-02-22,2023-05-22,In Progress,63.4,41.1,4,False,1,2023-03-17
ASS0003351,STU00198,CRS0097,2023-01-27,2023-02-18,Completed,47.2,10.1,3,False,1,2023-04-07
ASS0003352,STU00167,CRS0016,2022-08-16,2022-08-30,Completed,81.3,19.6,1,False,4,2022-10-12
ASS0003353,STU00208,CRS0058,2023-05-21,,In Progress,98.8,44.7,5,False,5,2023-06-07
ASS0003354,STU00391,CRS0005,2022-08-22,,In Progress,53.1,59.0,4,False,4,2022-09-25
ASS0003355,STU00018,CRS0046,2023-05-31,2023-06-24,In Progress,68.0,0.9,4,True,4,2023-07-26
ASS0003356,STU00251,CRS0068,2023-05-09,,In Progress,26.6,14.5,2,False,3,2023-06-21
ASS0003357,STU00385,CRS0060,2022-03-07,,Not Started,28.2,34.6,4,False,3,2022-03-19
ASS0003358,STU00356,CRS0096,2022-11-13,2023-01-10,Dropped,76.6,20.2,3,False,5,2023-01-20
ASS0003359,STU00075,CRS0042,2022-05-23,2022-08-15,Completed,70.7,30.3,3,True,1,2022-06-06
ASS0003360,STU00162,CRS0095,2023-03-20,2023-04-21,In Progress,54.3,8.9,3,False,4,2023-04-25
ASS0003361,STU00377,CRS0054,2023-05-22,2023-08-14,Dropped,6.0,19.3,5,True,5,2023-07-30
ASS0003362,STU00104,CRS0065,2022-08-03,2022-10-17,In Progress,25.9,6.5,1,True,4,2022-09-12
ASS0003363,STU00261,CRS0055,2022-02-22,2022-05-14,Dropped,74.7,31.5,4,True,2,2022-03-20
ASS0003364,STU00399,CRS0070,2023-08-15,,Dropped,62.4,17.8,2,False,3,2023-10-11
ASS0003365,STU00028,CRS0044,2022-03-20,2022-05-03,Not Started,85.3,49.8,2,False,2,2022-05-27
ASS0003366,STU00279,CRS0001,2023-10-18,2023-11-09,Dropped,99.5,38.6,2,False,1,2023-12-05
ASS0003367,STU00057,CRS0086,2023-06-22,2023-08-11,In Progress,71.5,18.0,4,False,4,2023-07-24
ASS0003368,STU00247,CRS0054,2022-07-04,2022-08-01,Not Started,2.5,31.6,3,False,3,2022-09-02
ASS0003369,STU00287,CRS0097,2023-03-31,2023-06-28,In Progress,41.3,3.1,2,True,5,2023-04-19
ASS0003370,STU00092,CRS0093,2023-08-09,2023-08-21,In Progress,93.3,42.3,2,False,1,2023-09-28
ASS0003371,STU00095,CRS0045,2022-09-04,2022-10-07,Completed,91.1,5.0,3,False,3,2022-09-12
ASS0003372,STU00432,CRS0070,2023-09-20,,In Progress,8.6,15.4,1,True,3,2023-11-10
ASS0003373,STU00116,CRS0004,2022-07-27,2022-08-17,In Progress,43.1,5.6,3,False,1,2022-09-04
ASS0003374,STU00229,CRS0075,2023-07-14,2023-08-30,Not Started,10.0,31.6,5,False,4,2023-10-05
ASS0003375,STU00072,CRS0012,2022-07-19,,Dropped,6.0,13.7,5,False,5,2022-08-28
ASS0003376,STU00198,CRS0038,2023-10-03,2023-11-29,Not Started,5.1,25.3,5,True,2,2023-10-05
ASS0003377,STU00296,CRS0022,2023-01-06,2023-01-29,Dropped,39.5,56.0,2,False,2,2023-01-15
ASS0003378,STU00204,CRS0026,2022-09-07,,Dropped,38.7,5.3,2,False,4,2022-09-26
ASS0003379,STU00264,CRS0099,2022-01-15,2022-02-11,Not Started,31.2,1.1,3,False,4,2022-02-20
ASS0003380,STU00293,CRS0011,2023-10-09,,In Progress,25.4,28.2,2,False,1,2023-11-07
ASS0003381,STU00483,CRS0013,2022-03-04,2022-06-01,Completed,38.8,7.0,4,False,2,2022-03-22
ASS0003382,STU00269,CRS0036,2023-01-07,2023-02-16,Completed,29.0,0.6,3,False,5,2023-02-24
ASS0003383,STU00078,CRS0021,2023-08-12,2023-08-26,Completed,51.1,6.0,1,True,4,2023-10-04
ASS0003384,STU00383,CRS0006,2023-11-07,2023-12-01,Not Started,89.1,6.9,5,True,1,2024-01-02
ASS0003385,STU00135,CRS0079,2023-11-07,2024-01-12,Completed,90.9,35.4,2,False,3,2023-11-16
ASS0003386,STU00494,CRS0004,2023-03-03,2023-05-05,Dropped,31.9,13.0,2,True,1,2023-04-27
ASS0003387,STU00179,CRS0008,2022-07-01,2022-08-06,In Progress,89.7,43.5,5,True,3,2022-08-04
ASS0003388,STU00381,CRS0033,2022-01-15,2022-01-24,Completed,68.7,36.4,5,False,3,2022-01-18
ASS0003389,STU00087,CRS0032,2023-11-09,2023-12-24,Completed,84.1,17.2,1,False,5,2023-12-22
ASS0003390,STU00120,CRS0029,2023-11-04,,Completed,50.0,1.4,4,False,3,2023-12-19
ASS0003391,STU00131,CRS0095,2022-03-09,,In Progress,29.3,19.1,2,True,1,2022-04-01
ASS0003392,STU00260,CRS0086,2023-07-17,,In Progress,4.8,15.5,3,True,1,2023-09-11
ASS0003393,STU00447,CRS0051,2023-07-15,,In Progress,41.7,15.8,3,True,3,2023-07-22
ASS0003394,STU00245,CRS0095,2022-08-22,2022-09-09,Dropped,75.0,15.2,2,False,3,2022-09-21
ASS0003395,STU00028,CRS0032,2022-06-22,2022-07-14,Not Started,25.1,15.8,2,True,5,2022-07-21
ASS0003396,STU00259,CRS0037,2022-10-30,,In Progress,48.2,8.6,3,True,5,2023-01-12
ASS0003397,STU00304,CRS0035,2022-06-08,2022-08-19,Dropped,73.7,1.6,2,True,5,2022-07-30
ASS0003398,STU00328,CRS0033,2022-04-09,2022-06-01,In Progress,82.9,28.6,1,False,3,2022-04-11
ASS0003399,STU00171,CRS0008,2022-10-06,2022-12-11,Not Started,66.1,19.1,1,False,1,2022-12-16
ASS0003400,STU00065,CRS0028,2023-04-23,2023-05-07,Completed,61.4,7.5,3,False,4,2023-07-05
ASS0003401,STU00354,CRS0030,2023-08-05,,Completed,47.2,17.7,3,False,1,2023-08-08
ASS0003402,STU00103,CRS0091,2022-09-20,2022-11-27,Dropped,91.5,22.5,3,False,4,2022-10-16
ASS0003403,STU00246,CRS0038,2022-10-12,2022-12-03,Not Started,94.6,16.7,2,False,4,2022-10-19
ASS0003404,STU00393,CRS0038,2023-04-27,2023-05-16,Completed,55.8,20.3,2,False,5,2023-07-12
ASS0003405,STU00108,CRS0065,2023-10-17,,In Progress,79.1,13.1,5,False,3,2023-10-17
ASS0003406,STU00157,CRS0028,2023-08-18,2023-10-04,Completed,40.2,2.5,5,False,3,2023-10-18
ASS0003407,STU00499,CRS0057,2023-01-18,,Not Started,41.9,16.6,5,True,2,2023-04-13
ASS0003408,STU00380,CRS0013,2023-03-14,,Not Started,52.3,13.1,2,False,5,2023-03-22
ASS0003409,STU00128,CRS0044,2022-09-07,2022-10-12,In Progress,61.0,46.7,5,True,5,2022-10-05
ASS0003410,STU00006,CRS0027,2023-10-02,2023-11-17,In Progress,59.9,6.4,4,True,5,2023-12-24
ASS0003411,STU00276,CRS0045,2022-07-12,,Not Started,88.0,4.1,1,True,1,2022-08-13
ASS0003412,STU00318,CRS0078,2023-05-16,2023-06-24,Not Started,97.8,10.7,4,True,4,2023-07-14
ASS0003413,STU00019,CRS0036,2023-08-26,2023-09-01,Not Started,45.9,3.7,3,False,4,2023-10-08
ASS0003414,STU00295,CRS0062,2023-04-07,2023-05-27,Completed,78.0,2.2,2,False,3,2023-04-09
ASS0003415,STU00176,CRS0061,2022-07-30,2022-09-20,Completed,92.3,11.7,1,False,1,2022-10-28
ASS0003416,STU00346,CRS0064,2022-11-18,2023-02-08,Dropped,89.0,2.1,2,True,5,2023-02-10
ASS0003417,STU00407,CRS0065,2023-04-13,2023-04-22,Not Started,95.3,11.2,1,False,3,2023-06-16
ASS0003418,STU00237,CRS0024,2022-08-26,2022-10-05,Completed,11.9,11.4,3,False,5,2022-10-18
ASS0003419,STU00231,CRS0015,2022-05-29,2022-07-30,In Progress,54.9,1.5,2,False,1,2022-06-19
ASS0003420,STU00435,CRS0063,2023-07-30,2023-10-07,Dropped,91.2,9.0,5,False,5,2023-08-07
ASS0003421,STU00320,CRS0052,2022-01-27,2022-03-06,Completed,71.9,16.3,5,False,3,2022-02-20
ASS0003422,STU00239,CRS0092,2022-08-21,,Dropped,21.5,18.0,2,True,5,2022-10-01
ASS0003423,STU00189,CRS0073,2023-02-18,2023-02-21,Not Started,82.2,21.6,5,False,3,2023-04-29
ASS0003424,STU00364,CRS0013,2022-10-05,2022-10-06,Completed,5.9,20.7,1,False,3,2022-11-26
ASS0003425,STU00024,CRS0020,2022-09-02,2022-09-18,Completed,72.7,5.7,1,False,5,2022-11-03
ASS0003426,STU00082,CRS0075,2023-02-25,2023-03-18,In Progress,73.3,19.4,3,False,3,2023-03-16
ASS0003427,STU00233,CRS0027,2022-10-01,2022-12-16,Not Started,57.6,32.7,2,False,1,2022-12-22
ASS0003428,STU00471,CRS0077,2023-05-07,2023-06-29,Not Started,63.1,22.0,3,False,3,2023-07-11
ASS0003429,STU00462,CRS0060,2023-07-28,2023-10-22,In Progress,95.5,20.1,1,True,3,2023-08-21
ASS0003430,STU00499,CRS0076,2022-05-27,2022-08-11,Completed,79.6,18.2,4,False,1,2022-08-06
ASS0003431,STU00166,CRS0025,2023-02-15,,Completed,47.5,27.9,1,False,1,2023-03-07
ASS0003432,STU00180,CRS0049,2022-03-02,,Completed,20.1,6.2,4,False,4,2022-04-16
ASS0003433,STU00076,CRS0062,2022-01-01,2022-01-21,Not Started,57.6,39.0,4,True,4,2022-02-25
ASS0003434,STU00110,CRS0095,2022-11-30,,Dropped,17.8,17.6,2,False,5,2022-12-03
ASS0003435,STU00353,CRS0038,2022-08-04,2022-10-24,Completed,48.7,26.8,4,False,2,2022-08-25
ASS0003436,STU00435,CRS0057,2022-02-05,,Dropped,31.2,53.3,4,False,2,2022-04-19
ASS0003437,STU00035,CRS0041,2023-06-07,2023-07-31,Dropped,88.6,3.3,4,True,3,2023-07-26
ASS0003438,STU00414,CRS0060,2023-06-09,,Completed,68.2,18.2,1,False,1,2023-07-19
ASS0003439,STU00364,CRS0090,2022-12-26,,In Progress,39.3,2.7,3,True,5,2023-02-24
ASS0003440,STU00116,CRS0012,2022-05-19,,Completed,81.6,22.9,4,False,4,2022-07-09
ASS0003441,STU00497,CRS0042,2022-10-21,2022-12-02,In Progress,73.6,7.0,2,False,1,2023-01-17
ASS0003442,STU00442,CRS0053,2023-08-02,2023-09-14,In Progress,70.1,24.6,5,False,4,2023-08-11
ASS0003443,STU00239,CRS0071,2023-11-13,,Completed,24.0,48.4,1,False,4,2023-12-11
ASS0003444,STU00096,CRS0015,2022-08-17,2022-10-13,Not Started,29.7,5.3,3,True,4,2022-08-31
ASS0003445,STU00162,CRS0016,2022-01-31,2022-03-17,Dropped,98.2,0.8,2,False,3,2022-02-04
ASS0003446,STU00288,CRS0052,2023-06-29,2023-08-03,Dropped,9.3,35.6,3,False,5,2023-09-11
ASS0003447,STU00429,CRS0090,2023-07-14,2023-10-06,In Progress,93.3,11.2,4,False,2,2023-09-03
ASS0003448,STU00127,CRS0041,2023-03-18,,Not Started,64.8,8.0,3,True,3,2023-03-29
ASS0003449,STU00248,CRS0098,2023-08-25,2023-10-22,Dropped,7.6,6.6,4,False,3,2023-11-08
ASS0003450,STU00172,CRS0028,2022-03-10,2022-04-02,Not Started,80.3,4.4,3,False,5,2022-05-31
ASS0003451,STU00011,CRS0086,2022-03-09,2022-05-12,Not Started,68.8,3.4,3,False,1,2022-04-28
ASS0003452,STU00142,CRS0088,2023-01-21,,In Progress,93.9,39.5,4,False,2,2023-02-09
ASS0003453,STU00416,CRS0019,2022-05-11,2022-06-14,Not Started,3.9,18.4,1,True,1,2022-06-14
ASS0003454,STU00271,CRS0089,2022-04-21,,Not Started,7.2,11.4,3,True,5,2022-07-06
ASS0003455,STU00451,CRS0085,2022-09-15,2022-10-24,Completed,80.9,53.7,5,True,4,2022-11-30
ASS0003456,STU00128,CRS0002,2022-01-15,2022-01-18,Dropped,51.5,14.6,5,True,3,2022-04-08
ASS0003457,STU00466,CRS0066,2022-02-12,2022-03-19,Completed,19.3,13.1,1,False,1,2022-04-23
ASS0003458,STU00430,CRS0095,2022-04-26,2022-05-03,Dropped,37.7,23.7,2,False,5,2022-07-19
ASS0003459,STU00222,CRS0076,2023-08-28,,In Progress,96.1,20.3,1,True,4,2023-11-25
ASS0003460,STU00213,CRS0073,2022-11-07,2022-11-25,Completed,16.1,46.9,3,False,4,2022-12-31
ASS0003461,STU00398,CRS0034,2022-05-28,2022-06-17,Dropped,56.6,5.3,4,True,1,2022-07-25
ASS0003462,STU00419,CRS0035,2023-09-29,2023-12-10,Dropped,58.5,41.6,3,False,1,2023-10-21
ASS0003463,STU00200,CRS0001,2023-08-16,,In Progress,22.4,37.8,3,False,4,2023-10-02
ASS0003464,STU00214,CRS0088,2022-12-29,2023-01-14,Not Started,39.1,24.3,5,False,1,2023-01-25
ASS0003465,STU00012,CRS0037,2023-08-12,2023-08-20,Dropped,23.5,10.8,4,False,1,2023-10-01
ASS0003466,STU00139,CRS0046,2022-02-10,2022-03-01,Dropped,19.0,29.3,2,True,1,2022-04-11
ASS0003467,STU00076,CRS0035,2023-07-20,2023-09-08,Dropped,9.4,11.6,1,True,5,2023-09-04
ASS0003468,STU00418,CRS0100,2023-01-07,2023-02-18,Not Started,11.9,21.0,3,False,2,2023-03-21
ASS0003469,STU00126,CRS0040,2022-02-07,2022-03-27,Dropped,63.3,45.4,2,False,4,2022-04-13
ASS0003470,STU00272,CRS0046,2023-08-02,2023-10-07,Completed,59.0,1.0,5,False,3,2023-09-19
ASS0003471,STU00314,CRS0026,2022-07-02,2022-09-17,Not Started,81.0,44.8,4,False,2,2022-07-19
ASS0003472,STU00123,CRS0054,2023-07-06,2023-07-29,Not Started,34.0,41.7,1,False,2,2023-09-22
ASS0003473,STU00379,CRS0078,2022-12-19,2023-03-11,Not Started,83.5,31.3,1,True,2,2023-02-22
ASS0003474,STU00010,CRS0012,2023-04-11,2023-07-07,Completed,42.0,18.3,3,True,2,2023-05-30
ASS0003475,STU00339,CRS0098,2023-08-09,2023-10-07,In Progress,77.7,7.5,3,True,3,2023-11-06
ASS0003476,STU00127,CRS0080,2022-03-16,,In Progress,18.6,14.2,1,False,4,2022-06-08
ASS0003477,STU00384,CRS0055,2023-04-25,2023-07-16,Completed,88.8,15.1,4,False,3,2023-06-24
ASS0003478,STU00247,CRS0083,2023-10-12,,Completed,71.2,3.9,1,False,1,2023-12-21
ASS0003479,STU00118,CRS0066,2022-09-14,2022-11-13,In Progress,39.4,35.8,5,False,4,2022-11-13
ASS0003480,STU00403,CRS0080,2022-12-21,2023-01-15,Dropped,14.2,19.2,5,True,5,2023-01-06
ASS0003481,STU00069,CRS0034,2022-05-12,2022-07-15,Not Started,45.1,1.5,4,False,3,2022-07-08
ASS0003482,STU00346,CRS0044,2022-02-19,,Completed,65.8,27.9,3,True,1,2022-03-03
ASS0003483,STU00480,CRS0037,2023-06-23,2023-06-28,In Progress,71.1,4.4,2,False,4,2023-08-30
ASS0003484,STU00251,CRS0070,2023-06-02,2023-06-25,Completed,75.8,16.0,3,False,3,2023-08-29
ASS0003485,STU00321,CRS0089,2023-08-25,2023-09-26,Dropped,66.3,15.9,3,False,4,2023-09-01
ASS0003486,STU00451,CRS0050,2023-08-14,2023-09-15,In Progress,52.6,13.2,1,True,3,2023-09-22
ASS0003487,STU00209,CRS0011,2023-03-06,2023-05-28,Not Started,59.2,12.8,4,False,4,2023-05-12
ASS0003488,STU00341,CRS0009,2023-06-17,2023-08-29,Not Started,21.5,6.1,1,True,5,2023-07-28
ASS0003489,STU00317,CRS0092,2022-10-25,2022-12-06,In Progress,70.4,1.8,5,False,4,2022-11-16
ASS0003490,STU00118,CRS0081,2022-12-07,2022-12-14,Completed,61.9,16.4,4,False,5,2023-01-30
ASS0003491,STU00071,CRS0052,2023-11-22,,Not Started,88.3,16.6,5,False,4,2024-02-16
ASS0003492,STU00238,CRS0073,2022-03-29,2022-06-08,In Progress,81.0,39.0,1,True,5,2022-06-19
ASS0003493,STU00064,CRS0003,2022-01-31,,Dropped,17.8,43.4,4,False,1,2022-03-22
ASS0003494,STU00094,CRS0041,2022-03-29,2022-05-10,Dropped,10.8,20.0,1,False,4,2022-05-24
ASS0003495,STU00051,CRS0081,2023-11-18,2023-11-20,Completed,0.2,9.6,3,False,4,2023-12-11
ASS0003496,STU00140,CRS0021,2023-11-06,,Dropped,87.7,8.1,5,False,4,2023-12-20
ASS0003497,STU00361,CRS0085,2022-05-12,2022-07-18,In Progress,85.3,57.0,3,True,4,2022-05-27
ASS0003498,STU00301,CRS0060,2022-06-09,2022-06-18,In Progress,65.3,35.5,3,True,2,2022-07-20
ASS0003499,STU00119,CRS0056,2023-04-20,2023-06-17,Not Started,49.8,2.7,2,False,3,2023-06-27
ASS0003500,STU00438,CRS0062,2022-11-27,,Completed,0.9,39.1,5,False,5,2022-12-08
ASS0003501,STU00132,CRS0001,2023-04-27,2023-05-07,In Progress,86.7,2.0,4,True,5,2023-07-12
ASS0003502,STU00019,CRS0062,2022-09-28,2022-11-18,Not Started,60.4,27.6,3,False,2,2022-10-09
ASS0003503,STU00236,CRS0016,2022-06-24,2022-07-24,Dropped,39.0,19.3,2,False,1,2022-07-21
ASS0003504,STU00079,CRS0045,2022-07-21,2022-10-03,Dropped,71.5,11.5,3,False,4,2022-09-07
ASS0003505,STU00251,CRS0027,2022-11-24,2023-01-24,Completed,74.6,29.3,2,False,2,2023-02-15
ASS0003506,STU00305,CRS0039,2023-04-18,2023-05-23,Not Started,74.9,45.4,1,True,4,2023-04-29
ASS0003507,STU00134,CRS0079,2023-10-17,2023-11-13,Not Started,67.0,12.0,5,False,2,2023-12-12
ASS0003508,STU00171,CRS0051,2022-11-02,2023-01-16,Completed,58.3,2.8,5,False,4,2022-12-23
ASS0003509,STU00112,CRS0003,2022-03-05,2022-03-31,Not Started,14.5,49.1,1,False,1,2022-04-23
ASS0003510,STU00133,CRS0008,2023-04-02,2023-06-24,Completed,87.1,47.1,5,True,1,2023-04-28
ASS0003511,STU00380,CRS0084,2023-01-08,2023-02-03,Not Started,74.9,7.0,2,False,4,2023-02-23
ASS0003512,STU00477,CRS0021,2023-05-10,2023-05-31,Dropped,58.1,6.2,4,False,4,2023-08-07
ASS0003513,STU00032,CRS0043,2023-01-05,2023-03-22,Completed,47.4,34.5,5,False,4,2023-03-23
ASS0003514,STU00392,CRS0077,2022-04-09,2022-06-19,In Progress,97.4,23.5,1,True,2,2022-06-21
ASS0003515,STU00127,CRS0028,2022-04-18,2022-05-05,Not Started,50.9,3.3,3,False,1,2022-05-08
ASS0003516,STU00033,CRS0032,2023-03-21,2023-05-29,Dropped,7.6,19.7,1,False,2,2023-06-06
ASS0003517,STU00035,CRS0068,2022-09-30,,Dropped,6.3,14.4,4,True,4,2022-11-24
ASS0003518,STU00342,CRS0047,2022-12-11,2023-01-01,In Progress,22.0,18.7,2,False,5,2023-01-21
ASS0003519,STU00285,CRS0063,2023-11-16,,Not Started,19.5,40.9,2,True,5,2023-12-08
ASS0003520,STU00312,CRS0029,2022-08-30,2022-09-18,Not Started,52.7,6.2,3,False,2,2022-10-13
ASS0003521,STU00412,CRS0077,2023-10-27,2023-12-29,In Progress,41.1,16.8,4,False,4,2023-12-01
ASS0003522,STU00347,CRS0047,2022-11-25,,In Progress,89.7,12.6,1,True,5,2023-01-09
ASS0003523,STU00372,CRS0088,2022-02-20,2022-02-27,Not Started,31.6,36.4,3,True,3,2022-04-30
ASS0003524,STU00057,CRS0084,2022-01-13,2022-01-15,Completed,0.2,6.4,5,False,4,2022-03-16
ASS0003525,STU00305,CRS0063,2022-09-24,2022-11-19,Completed,58.8,23.5,5,False,4,2022-10-18
ASS0003526,STU00425,CRS0050,2023-10-12,2023-11-24,In Progress,93.6,12.8,4,False,3,2023-12-24
ASS0003527,STU00210,CRS0030,2022-07-23,2022-10-05,In Progress,15.6,31.2,4,True,5,2022-08-06
ASS0003528,STU00316,CRS0010,2022-12-20,,In Progress,48.5,8.0,4,True,3,2023-01-29
ASS0003529,STU00026,CRS0042,2022-06-18,,Dropped,0.9,33.7,1,False,4,2022-07-04
ASS0003530,STU00385,CRS0054,2022-01-28,2022-04-21,Not Started,16.4,4.0,3,False,4,2022-03-26
ASS0003531,STU00121,CRS0053,2023-01-22,,Dropped,58.1,16.0,1,False,3,2023-03-25
ASS0003532,STU00369,CRS0030,2023-02-03,2023-03-02,Not Started,64.6,19.2,5,False,3,2023-04-08
ASS0003533,STU00383,CRS0077,2023-12-01,2024-02-23,Dropped,45.3,6.5,5,False,3,2024-01-03
ASS0003534,STU00136,CRS0093,2023-09-08,2023-09-17,Not Started,24.3,34.1,2,False,4,2023-10-10
ASS0003535,STU00245,CRS0062,2023-05-10,2023-07-06,In Progress,7.9,12.6,3,False,4,2023-07-05
ASS0003536,STU00190,CRS0050,2022-03-16,2022-06-04,Completed,92.8,40.2,5,False,3,2022-05-02
ASS0003537,STU00253,CRS0076,2023-11-16,2023-12-15,In Progress,73.0,21.3,1,False,1,2023-11-23
ASS0003538,STU00166,CRS0076,2022-01-13,2022-02-27,Completed,43.8,10.2,5,False,3,2022-01-17
ASS0003539,STU00166,CRS0094,2023-08-04,,In Progress,27.7,19.5,3,False,2,2023-10-27
ASS0003540,STU00379,CRS0061,2022-04-16,2022-05-11,In Progress,24.7,19.5,1,False,3,2022-05-16
ASS0003541,STU00104,CRS0048,2022-07-19,2022-09-05,Not Started,31.4,44.5,5,False,5,2022-07-21
ASS0003542,STU00293,CRS0051,2022-06-10,2022-06-26,Not Started,91.6,19.1,5,False,3,2022-08-30
ASS0003543,STU00241,CRS0065,2023-10-30,2023-11-18,Not Started,98.4,9.1,4,True,1,2024-01-13
ASS0003544,STU00478,CRS0061,2023-04-12,2023-07-04,In Progress,86.8,18.7,4,True,5,2023-06-14
ASS0003545,STU00337,CRS0073,2023-05-26,2023-07-07,Dropped,97.6,38.9,1,False,3,2023-06-30
ASS0003546,STU00187,CRS0085,2022-02-17,2022-03-07,Not Started,15.7,36.8,1,False,1,2022-02-19
ASS0003547,STU00476,CRS0057,2023-09-19,2023-10-13,In Progress,40.5,8.7,5,True,3,2023-10-26
ASS0003548,STU00198,CRS0031,2022-01-17,2022-02-25,Completed,73.8,19.4,1,True,4,2022-03-14
ASS0003549,STU00164,CRS0027,2023-08-22,2023-10-18,In Progress,27.8,28.2,5,True,5,2023-10-31
ASS0003550,STU00236,CRS0086,2022-02-05,2022-05-02,Dropped,0.7,8.9,3,True,5,2022-02-05
ASS0003551,STU00187,CRS0026,2023-02-06,2023-04-28,Not Started,14.2,24.8,5,False,1,2023-04-05
ASS0003552,STU00380,CRS0090,2022-01-25,2022-02-19,Completed,40.9,14.4,2,True,2,2022-04-03
ASS0003553,STU00055,CRS0041,2023-02-02,2023-04-14,Not Started,78.1,19.1,2,False,5,2023-03-16
ASS0003554,STU00115,CRS0058,2023-08-06,2023-10-17,In Progress,11.2,55.8,5,True,3,2023-08-16
ASS0003555,STU00115,CRS0061,2022-04-16,2022-04-17,Not Started,68.8,12.7,5,False,5,2022-05-13
ASS0003556,STU00018,CRS0053,2023-07-27,2023-09-30,In Progress,97.8,11.3,5,True,4,2023-09-21
ASS0003557,STU00083,CRS0026,2023-07-03,2023-08-16,Not Started,4.6,19.1,4,False,3,2023-09-13
ASS0003558,STU00183,CRS0058,2022-09-07,2022-10-19,Dropped,10.0,0.7,4,False,2,2022-10-22
ASS0003559,STU00007,CRS0038,2022-02-10,,Completed,2.6,20.2,3,False,5,2022-04-08
ASS0003560,STU00078,CRS0028,2022-12-17,2023-01-24,Dropped,78.4,9.6,1,False,1,2023-01-05
ASS0003561,STU00148,CRS0015,2022-01-17,2022-01-28,Dropped,5.9,7.3,3,False,2,2022-01-31
ASS0003562,STU00208,CRS0049,2022-01-15,2022-01-31,Not Started,76.7,47.8,1,False,3,2022-04-05
ASS0003563,STU00196,CRS0056,2022-04-02,2022-05-09,Completed,70.5,5.1,3,True,1,2022-04-07
ASS0003564,STU00447,CRS0040,2022-12-10,2022-12-15,In Progress,13.0,23.7,4,False,5,2023-03-07
ASS0003565,STU00020,CRS0084,2023-01-29,2023-03-10,In Progress,33.2,4.7,5,True,2,2023-04-22
ASS0003566,STU00202,CRS0028,2023-07-30,2023-09-06,Not Started,14.0,2.9,3,False,5,2023-08-11
ASS0003567,STU00249,CRS0005,2023-06-21,2023-07-22,Dropped,6.5,45.9,3,False,2,2023-07-24
ASS0003568,STU00140,CRS0083,2023-10-14,2024-01-01,Not Started,40.1,9.0,5,True,1,2023-10-18
ASS0003569,STU00134,CRS0046,2022-08-05,2022-10-15,Completed,27.3,32.1,5,False,4,2022-10-07
ASS0003570,STU00324,CRS0022,2022-11-20,,Completed,68.7,22.9,4,True,5,2023-02-02
ASS0003571,STU00258,CRS0058,2022-08-04,,Completed,95.2,28.8,1,False,4,2022-10-11
ASS0003572,STU00467,CRS0072,2022-04-16,2022-04-19,In Progress,85.8,10.6,4,False,1,2022-07-11
ASS0003573,STU00093,CRS0071,2022-04-09,2022-04-22,Not Started,25.2,13.4,4,False,2,2022-05-26
ASS0003574,STU00225,CRS0030,2022-04-25,,Dropped,21.9,4.3,4,False,5,2022-06-28
ASS0003575,STU00232,CRS0051,2022-06-26,2022-07-17,Dropped,92.8,28.6,5,False,4,2022-07-31
ASS0003576,STU00187,CRS0005,2023-07-23,,Not Started,12.0,54.3,2,True,3,2023-09-24
ASS0003577,STU00049,CRS0055,2022-02-07,2022-03-02,Not Started,93.8,29.0,3,False,4,2022-02-18
ASS0003578,STU00460,CRS0054,2022-12-07,,Dropped,26.2,5.3,2,False,3,2023-01-12
ASS0003579,STU00496,CRS0045,2023-11-30,2024-02-20,In Progress,60.0,10.4,5,False,3,2024-01-01
ASS0003580,STU00045,CRS0085,2023-11-21,2023-12-06,In Progress,93.2,49.2,5,True,3,2024-02-05
ASS0003581,STU00260,CRS0063,2023-03-15,,In Progress,81.1,42.1,4,True,5,2023-05-04
ASS0003582,STU00477,CRS0042,2022-06-18,2022-07-11,Not Started,67.0,0.6,4,False,1,2022-07-27
ASS0003583,STU00224,CRS0034,2022-10-04,,In Progress,43.5,1.2,3,True,3,2022-10-23
ASS0003584,STU00167,CRS0046,2022-12-16,2023-02-26,In Progress,14.3,31.2,2,True,2,2023-02-22
ASS0003585,STU00131,CRS0016,2023-01-04,2023-01-06,Dropped,27.3,5.5,3,True,4,2023-02-16
ASS0003586,STU00004,CRS0048,2023-02-16,2023-04-22,Completed,51.1,13.8,5,True,1,2023-04-13
ASS0003587,STU00081,CRS0061,2022-03-15,,In Progress,20.6,1.2,2,False,5,2022-04-11
ASS0003588,STU00251,CRS0068,2022-04-18,2022-05-20,In Progress,40.7,4.2,2,True,2,2022-06-09
ASS0003589,STU00065,CRS0058,2023-04-03,2023-05-28,Not Started,29.1,50.3,3,False,5,2023-04-18
